name,link_target,region,rng,elev,prom,col,lat,lon,sources
Point 6215,Point 6215,,,6215.0,1521.0,4694.0,,,list-of-ultras-of-the-himalayas
Qingliang Feng,Qingliang Feng,,,1787.0,1521.0,266.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Hochtor,Hochtor,,,2369.0,1520.0,,,,list-of-european-ultra-prominent-peaks
Isla Wellington,Isla Wellington,Isla Wellington,,1520.0,1520.0,0.0,,,list-of-ultras-of-south-america
Grey Hunter Peak,,Yukon,North Yukon Plateau,2214.0,1519.0,,63.1357,-135.6359,list-of-ultras-of-north-america
Imbabura,Imbabura Volcano,,,4634.0,1519.0,3115.0,,,list-of-ultras-of-south-america
Mount Xiaowutai,Mount Xiaowutai,,,2870.0,1519.0,1351.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Phutulu Punta,Cerro Phutulu Punta,,,4284.0,1519.0,2765.0,,,list-of-ultras-of-south-america
Sarektjåhkkå,Sarektjåhkkå,,,2089.0,1519.0,570.0,,,list-of-european-ultra-prominent-peaks
Grimming,Grimming,,,2351.0,1518.0,,,,list-of-european-ultra-prominent-peaks
Minchinmávida,Minchinmávida,,,2450.0,1518.0,932.0,,,list-of-ultras-of-south-america
Mount Shungol,Mount Shungol,,,2752.0,1518.0,1234.0,,,list-of-ultras-of-oceania
Tres Quebradas,Los Patos,&nbsp;/&nbsp;,,6239.0,1518.0,4721.0,,,list-of-ultras-of-south-america
Grand Combin,Grand Combin,,,4314.0,1517.0,2797.0,,,list-of-european-ultra-prominent-peaks
Pelister,Baba Mountain (North Macedonia),,,2601.0,1516.0,1085.0,,,list-of-european-ultra-prominent-peaks
Gataga Peak,,British Columbia,Muskwa Ranges,2533.0,1515.0,,58.0697,-125.701,list-of-ultras-of-north-america
Mount Morning,Mount Morning,,,2725.0,1515.0,1210.0,,,list-of-ultras-of-antarctica
Mount Nyangani,Mount Nyangani,,,2592.0,1515.0,1077.0,,,list-of-ultras-of-africa
Incahuasi,Incahuasi,&nbsp;/&nbsp;,,6621.0,1514.0,5107.0,,,list-of-ultras-of-south-america
La Tournette,La Tournette,,,2351.0,1514.0,,,,list-of-european-ultra-prominent-peaks
Psili Koryfi,Acarnanian Mountains,,,1589.0,1514.0,75.0,,,list-of-european-ultra-prominent-peaks
Ambition Mountain,,British Columbia,Coast Mountains,2953.0,1513.0,,57.3949,-131.4851,list-of-ultras-of-north-america
Kuh-e Soltan Saheb,Kuh-e Soltan Saheb,,,4270.0,1513.0,2757.0,,,list-of-ultras-of-the-karakoram-and-hindu-kush
Tres Hermanos,Tres Hermanos,,,2010.0,1513.0,497.0,,,list-of-ultras-of-south-america
Kamakou,,,,1512.116,1512.116,21.1065,21.1065,-156.8682,list-of-ultras-of-oceania
Chung Muztagh,Chung Muztagh,,,6962.0,1512.0,5450.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Loma Alto de la Bandera,,,Island of Hispaniola,2842.0,1512.0,,18.8126,-70.6268,list-of-ultras-of-north-america
Mount Taraka,Mount Taraka,,,2251.0,1511.0,740.0,,,list-of-ultras-of-oceania
Point 5840,Point 5840,,,5840.0,1511.0,4329.0,,,list-of-ultras-of-the-himalayas
Angna Mountain,,Nunavut,Baffin Island,1710.0,1510.0,,66.5595,-62.0273,list-of-ultras-of-north-america
Arga-Tas,Arga-Tas,,,2400.0,1510.0,890.0,,,list-of-ultras-of-northeast-asia
Cerro Atravesado,,Oaxaca,Oaxaca,2310.0,1510.0,,16.7652,-94.4514,list-of-ultras-of-north-america
Delo,Mount Delo,,,3240.0,1510.0,1730.0,,,list-of-ultras-of-africa
Guna Terara,Mount Guna,,,4120.0,1510.0,2610.0,,,list-of-ultras-of-africa
Kuh-e Menar,Kuh-e Menar,,Zagros Mountains,3750.0,1510.0,2240.0,,,list-of-ultras-of-west-asia
Kuh-e Nozva,Kuh-e Nozva,,Alborz Mountains,3730.0,1510.0,2220.0,,,list-of-ultras-of-west-asia
Kuh-e Raziyeh,Kuh-e Raziyeh,,Zagros Mountains,3120.0,1510.0,1610.0,,,list-of-ultras-of-west-asia
Kuh-e Sefid,,,,4750.0,1510.0,3240.0,,,list-of-ultras-of-the-karakoram-and-hindu-kush
Mount Moco,Mount Moco,,,2620.0,1510.0,1110.0,,,list-of-ultras-of-africa
Sierra del Fraile,,Nuevo León,Sierra Madre Oriental,2310.0,1510.0,,25.8645,-100.6095,list-of-ultras-of-north-america
Akbaba Tepesi,Akbaba Tepesi,,Pontic Mountains,3457.0,1509.0,1948.0,,,list-of-ultras-of-west-asia
Champara,Champara,,,5735.0,1509.0,4226.0,,,list-of-ultras-of-south-america
Kennedy Peak,Kennedy Peak (Burma),,,2703.0,1509.0,1194.0,,,list-of-ultras-of-southeast-asia
Khrebet Baldyrgannyg,Khrebet Baldyrgannyg,,,2522.0,1509.0,1013.0,,,list-of-ultras-of-central-asia
Kuh-e Patu,Kuh-e Patu,,Alborz Mountains,3070.0,1509.0,1561.0,,,list-of-ultras-of-west-asia
Gora Bogchigir,Gora Bogchigir,,,5780.0,1508.0,4272.0,,,list-of-ultras-of-central-asia
Hkusam Mountain,,British Columbia,Vancouver Island,1645.0,1508.0,,50.3349,-125.8407,list-of-ultras-of-north-america
Mount Wuling,Mount Wuling,,,2118.0,1508.0,600.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Cerro Cuatro Puntas,Cerro Cuatro Puntas,,,1810.0,1507.0,303.0,,,list-of-ultras-of-south-america
Montaña los Comayagua,,,Comayagua,2407.0,1507.0,,14.5,-87.5,list-of-ultras-of-north-america
Monte Burney,Monte Burney,,,1520.0,1507.0,13.0,,,list-of-ultras-of-south-america
Sierra de Sangra,Sierra de Sangra,&nbsp;/&nbsp;,,2200.0,1507.0,693.0,,,list-of-ultras-of-south-america
Cerro Castillejos,Cerro Castillejos,,,2480.0,1505.0,975.0,,,list-of-ultras-of-south-america
Hajhir,Hajhir,,Socotra,1505.0,1505.0,0.0,,,list-of-ultras-of-west-asia
Kitlope Peak,,British Columbia,Coast Mountains,1950.0,1505.0,,53.0381,-127.6414,list-of-ultras-of-north-america
Mount Joffre,,Alberta,Canadian Rockies,3433.0,1505.0,,50.5285,-115.2069,list-of-ultras-of-north-america
Mount Tai,Mount Tai,,,1545.0,1505.0,40.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Sierra de Agalta,,,Sierra de Agalta,2335.0,1505.0,,14.9576,-85.9165,list-of-ultras-of-north-america
Doda,Doda (mountain),,,6573.0,1504.0,5069.0,,,list-of-ultras-of-the-himalayas
Gangshiqia Peak,Gangshiqia Peak,,,5254.0,1504.0,3750.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Mount Anderson,Mount Anderson (Antarctica),,,4254.0,1504.0,2750.0,,,list-of-ultras-of-antarctica
Uludağ,Uludağ,,Western Anatolia,2543.0,1504.0,1039.0,,,list-of-ultras-of-west-asia
Cangshan,Cang Mountain,,,4122.0,1502.0,2620.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Gara Muleta,Mount Gara Muleta,,,3405.0,1502.0,1903.0,,,list-of-ultras-of-africa
Gora Boboiob,Gora Boboiob,,,3770.0,1502.0,2268.0,,,list-of-ultras-of-central-asia
Mount Kalatungan,Mount Kalatungan,Mindanao,,2824.0,1502.0,,,,list-of-ultras-of-the-philippines
Mount Van der Est,,British Columbia,Coast Mountains,1801.0,1502.0,,50.5565,-125.2832,list-of-ultras-of-north-america
Piz Kesch,Piz Kesch,,,3418.0,1502.0,,,,list-of-european-ultra-prominent-peaks
Robertson Peak,,British Columbia,Coast Mountains,2252.0,1502.0,,49.646,-122.2502,list-of-ultras-of-north-america
Wenshan,Wenshan (mountain),,,2990.0,1502.0,1055.0,,,list-of-ultras-of-southeast-asia
Zirbitzkogel,Zirbitzkogel,,,2396.0,1502.0,,,,list-of-european-ultra-prominent-peaks
Cima Brenta,Cima Brenta,,,3151.0,1501.0,,,,list-of-european-ultra-prominent-peaks
Mount Ng'iro,Mount Ng'iro,,,2848.0,1501.0,1347.0,,,list-of-ultras-of-africa
Pico de Malpaso,Pico de Malpaso,Canaries,,1501.0,1501.0,0.0,,,list-of-european-ultra-prominent-peaks
Udokan Range,Udokan Range,,,2570.0,1501.0,1069.0,,,list-of-ultras-of-northeast-asia
Cerro el Cerron,Cerro el Cerron,,,2100.0,1500.0,600.0,,,list-of-ultras-of-south-america
Kiyamaki Dagh,Kiyamaki Dagh,,Lesser Caucasus,3358.0,1500.0,1858.0,,,list-of-ultras-of-west-asia
Qaidam Shan,Qaidam Shan,,,5759.0,1500.0,4259.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
