name,link_target,region,rng,elev,prom,col,lat,lon,sources
Serrania Guanay,Serrania Guanay,,,2392.0,2026.0,366.0,,,list-of-ultras-of-south-america
Alsek Peak,,Yukon,Saint Elias Mountains,2740.0,2025.0,,60.0325,-137.5915,list-of-ultras-of-north-america
Mount Mulu,Mount Mulu,Borneo,,2376.0,2024.0,352.0,,,list-of-ultras-of-the-malay-archipelago
Noshaq,Noshaq,&nbsp;/&nbsp;,,7492.0,2024.0,5468.0,,,list-of-ultras-of-the-karakoram-and-hindu-kush
Pico de São Tomé,Pico de São Tomé,São Tomé,,2024.0,2024.0,0.0,,,list-of-ultras-of-africa
Volcán San Pedro,San Pedro (Chile volcano),,,6145.0,2024.0,4121.0,,,list-of-ultras-of-south-america
Matebian,Matebian,,,2372.0,2022.0,350.0,,,list-of-ultras-of-the-malay-archipelago
Säntis,Säntis,,,2503.0,2021.0,,,,list-of-european-ultra-prominent-peaks
Tapuae-o-Uenuku,Tapuae-o-Uenuku,,,2884.0,2021.0,863.0,,,list-of-ultras-of-oceania
Bukit Raya,Bukit Raya,Borneo,,2300.0,2018.0,282.0,,,list-of-ultras-of-the-malay-archipelago
Kawarani,Kawarani,,,5992.0,2018.0,3974.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Mount Tapulao,Mount Tapulao,Luzon,,2037.0,2015.0,22.0,,,list-of-ultras-of-the-philippines
Socompa,Socompa,&nbsp;/&nbsp;,,6051.0,2015.0,4036.0,,,list-of-ultras-of-south-america
Mount Valpy,,British Columbia,Coast Mountains,2219.0,2014.0,,54.275,-129.0564,list-of-ultras-of-north-america
Guge,Guge (mountain),,,3568.0,2013.0,1555.0,,,list-of-ultras-of-africa
Mount Athos,Mount Athos,,,2030.0,2012.0,18.0,,,list-of-european-ultra-prominent-peaks
Cordillera del Cóndor,Cordillera del Cóndor,,,2950.0,2011.0,939.0,,,list-of-ultras-of-south-america
Perserajoq,,,Island of Greenland,2259.0,2009.0,,71.4,-51.9667,list-of-ultras-of-north-america
Kuh-i Belandtarin,Kuh-i Belandtarin,,,6286.0,2008.0,4278.0,,,list-of-ultras-of-central-asia
Mount Gauttier,Mount Gauttier,New Guinea,,2230.0,2007.0,223.0,,,list-of-ultras-of-oceania;list-of-ultras-of-the-malay-archipelago
Dykh-Tau,Dykh-Tau,,Greater Caucasus,5205.0,2002.0,3203.0,,,list-of-european-ultra-prominent-peaks;list-of-ultras-of-west-asia
Ge'nyen,Ge'nyen Massif,,,6204.0,2000.0,4204.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Hawkes Heights,Hawkes Heights,Coulman Island,,2000.0,2000.0,0.0,,,list-of-ultras-of-antarctica
Mount Cairnes,,Yukon,Saint Elias Mountains,2820.0,2000.0,,60.8683,-138.2764,list-of-ultras-of-north-america
Ampato,Ampato,,,6288.0,1997.0,4291.0,,,list-of-ultras-of-south-america
Yao Shan,Yao Shan,,,4050.0,1996.0,2054.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Surukwat Kangri,Surukwat Kangri,,,6792.0,1995.0,4797.0,,,list-of-ultras-of-the-karakoram-and-hindu-kush
Grand Teton,,Wyoming,Teton Range,4198.7,1994.92,,43.7412,-110.8024,list-of-ultras-of-north-america
Mount Yong Belar,Mount Yong Belar,,,2180.0,1991.0,189.0,,,list-of-ultras-of-southeast-asia
Parinacota Volcano,Parinacota Volcano,&nbsp;/&nbsp;,,6342.0,1989.0,4353.0,,,list-of-ultras-of-south-america
Tordoki Yani,Tordoki Yani,,,2090.0,1989.0,101.0,,,list-of-ultras-of-northeast-asia
Oshtorankuh,Oshtorankuh,,Zagros Mountains,4139.0,1986.0,2153.0,,,list-of-ultras-of-west-asia
Mount Wondiwoi,Mount Wondiwoi,New Guinea,,2180.0,1985.0,195.0,,,list-of-ultras-of-oceania;list-of-ultras-of-the-malay-archipelago
Mount Ishizuchi,Mount Ishizuchi,Shikoku,,1982.0,1982.0,0.0,,,list-of-ultra-prominent-peaks-of-japan
Soviet Officers Peak,Soviet Officers Peak,,,6233.0,1982.0,4251.0,,,list-of-ultras-of-central-asia
Chatsquot Mountain,,British Columbia,Coast Mountains,2365.0,1981.0,,53.1422,-127.4773,list-of-ultras-of-north-america
Volcán de Agua,,,Escuintla,3761.0,1981.0,,14.4654,-90.7428,list-of-ultras-of-north-america
Ikh Bogd,Ikh Bogd,,,3957.0,1979.0,1978.0,,,list-of-ultras-of-central-asia
Saraghrar,Saraghrar,,,7340.0,1979.0,5370.0,,,list-of-ultras-of-the-karakoram-and-hindu-kush
Tope de Coroa,Tope de Coroa,Santo Antão,,1979.0,1979.0,0.0,,,list-of-ultras-of-africa
K12,K12 (mountain),,,7428.0,1978.0,5450.0,,,list-of-ultras-of-the-karakoram-and-hindu-kush
Reo Purgyil,Reo Purgyil,&nbsp;/&nbsp;,,6816.0,1978.0,4838.0,,,list-of-ultras-of-the-himalayas
Pico Turquino,,,Island of Cuba,1974.0,1974.0,,19.9898,-76.836,list-of-ultras-of-north-america
Buckwell Peak,,British Columbia,Saint Elias Mountains,2721.0,1971.0,,59.4188,-136.7653,list-of-ultras-of-north-america
Gunung Mutis,Mount Mutis,Timor,,2417.0,1970.0,447.0,,,list-of-ultras-of-the-malay-archipelago
Kambalny,Kambalny,,,2161.0,1970.0,191.0,,,list-of-ultras-of-northeast-asia
Kuh-e Palvar,Kuh-e Palvar,,Hazaran,4229.0,1970.0,2259.0,,,list-of-ultras-of-west-asia
Single Cone,The Remarkables,,,2319.0,1969.0,350.0,,,list-of-ultras-of-oceania
Kuh-e Nay Band,Kuh-e Nay Band,,Iranian plateau,2960.0,1968.0,992.0,,,list-of-ultras-of-west-asia
Khvoshkuh,Khvoshkuh,,Zagros Mountains,2650.0,1967.0,683.0,,,list-of-ultras-of-west-asia
Mount Murud,Mount Murud,Borneo,,2423.0,1967.0,456.0,,,list-of-ultras-of-the-malay-archipelago
Bey Daglari,Bey Daglari,,South West Anatolia,3070.0,1966.0,1104.0,,,list-of-ultras-of-west-asia
Mount Huanggang,Mount Huanggang,,,2170.0,1965.0,205.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Sierra de Minas Viejas,,Nuevo León,Sierra Madre Oriental,2710.0,1965.0,,26.1196,-100.5568,list-of-ultras-of-north-america
Chachani,Chachani,,,6057.0,1963.0,4094.0,,,list-of-ultras-of-south-america
Patkhor Peak,Patkhor Peak,,,6083.0,1963.0,4120.0,,,list-of-ultras-of-central-asia
K6,K6 (mountain),",",,7282.0,1962.0,5320.0,,,list-of-ultras-of-the-karakoram-and-hindu-kush
Amne Machin,Amne Machin,,,6282.0,1960.0,4322.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Cerro Las Conchas,,Michoacán,Michoacán,2890.0,1960.0,,18.7215,-102.974,list-of-ultras-of-north-america
Ancohuma,Ancohuma,,,6437.0,1957.0,4470.0,,,list-of-ultras-of-south-america
Antofalla,Antofalla,,,6440.0,1957.0,4483.0,,,list-of-ultras-of-south-america
Labuche Kang,Labuche Kang,,,7367.0,1957.0,5410.0,,,list-of-ultras-of-the-himalayas
Cerro Payún,Cerro Payún,,,3838.0,1954.0,1884.0,,,list-of-ultras-of-south-america
Ortler,Ortler,,,3905.0,1953.0,,,,list-of-european-ultra-prominent-peaks
Paramo Frontino,Paramo Frontino,,,3950.0,1953.0,1997.0,,,list-of-ultras-of-south-america
Mount Olympus,Mount Olympus (Cyprus),,Cyprus,1952.0,1952.0,0.0,,,list-of-ultras-of-west-asia
Monte Fitz Roy,Cerro Chaltén,&nbsp;/&nbsp;,,3405.0,1951.0,1454.0,,,list-of-ultras-of-south-america
Mount Isarog,Mount Isarog,Luzon,,2000.0,1951.0,49.0,,,list-of-ultras-of-the-philippines
Serra Imeri,Serra Imeri,,,2500.0,1951.0,549.0,,,list-of-ultras-of-south-america
Monte Baldo,Monte Baldo,,,2218.0,1950.0,,,,list-of-european-ultra-prominent-peaks
Mount Benum,Mount Benum,,,2107.0,1950.0,157.0,,,list-of-ultras-of-southeast-asia
Mount Irving,Mount Irving,Clarence Island,,1950.0,1950.0,0.0,,,list-of-ultras-of-antarctica
Mount Matutum,Mount Matutum,Mindanao,,2286.0,1950.0,336.0,,,list-of-ultras-of-the-philippines
Renland,,,Island of Greenland,2200.0,1950.0,,71.3333,-26.3333,list-of-ultras-of-north-america
Serra Tulu Tuloi,Serra Tulu Tuloi,,,2140.0,1950.0,190.0,,,list-of-ultras-of-south-america
Pico de las Nieves,Pico de las Nieves,Canaries,,1949.0,1949.0,0.0,,,list-of-european-ultra-prominent-peaks
Sangeang Api,Sangeang Api,Sangeang Api,,1949.0,1949.0,0.0,,,list-of-ultras-of-the-malay-archipelago
Sacajawea Peak (Oregon),,Oregon,Wallowa Mountains,3000.188,1948.59,,45.245,-117.2929,list-of-ultras-of-north-america
Hallasan,Hallasan,Jeju-do,,1947.0,1947.0,0.0,,,list-of-ultras-of-northeast-asia
Mount Kilkerran,Mount Kilkerran,|,,1947.0,1947.0,0.0,,,list-of-ultras-of-oceania
Palpana,Palpana,,,6040.0,1947.0,4093.0,,,list-of-ultras-of-south-america
Pico Maior de Friburgo,Pico Maior de Friburgo,,,2366.0,1947.0,419.0,,,list-of-ultras-of-south-america
Calbuco,Calbuco (volcano),,,2015.0,1946.0,69.0,,,list-of-ultras-of-south-america
Liushi Shan,Liushi Shan,,,7167.0,1946.0,5221.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Toney Mountain,Toney Mountain,,,3595.0,1946.0,1649.0,,,list-of-ultras-of-antarctica
Cerro Steffen,Cerro Steffen,,,3300.0,1945.0,1355.0,,,list-of-ultras-of-south-america
Mount Priestley (British Columbia),,British Columbia,Coast Mountains,2366.0,1945.0,,55.2297,-128.8759,list-of-ultras-of-north-america
Angilaaq Mountain,,Nunavut,Bylot Island,1944.0,1944.0,,73.2298,-78.623,list-of-ultras-of-north-america
Kuh-e Hami,Kuh-e Hami,,Zagros Mountains,3190.0,1944.0,1246.0,,,list-of-ultras-of-west-asia
Mount Neacola,,Alaska,Aleutian Range,2873.051,1943.409,,60.7981,-153.3959,list-of-ultras-of-north-america
Ulugh Muztagh,Ulugh Muztagh,,,6973.0,1943.0,5030.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Sunset Peak,Sunset Peak (Jammu and Kashmir),,,4745.0,1942.0,2803.0,,,list-of-ultras-of-the-himalayas
Lunpo Gangri,Lunpo Gangri,,,7095.0,1941.0,5154.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Gora Radzhi-Bek,Gora Radzhi-Bek,,,5735.0,1940.0,3795.0,,,list-of-ultras-of-central-asia
''Mount Unnamed'',,Alexander Island,,2486.0,1939.0,547.0,,,list-of-ultras-of-antarctica
Kings Peak (Utah),,Utah,Uinta Mountains,4125.15,1937.922,,40.7763,-110.3729,list-of-ultras-of-north-america
Mount Miyanoura,Mount Miyanoura,Yakushima,,1936.0,1936.0,0.0,,,list-of-ultra-prominent-peaks-of-japan
Sosneado,Sosneado,,,5189.0,1936.0,3253.0,,,list-of-ultras-of-south-america
Point 5841,Point 5841,,,5841.0,1934.0,3907.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Mount Graham,,Arizona,Pinaleño Mountains,3268.6,1932.436,,32.7017,-109.8714,list-of-ultras-of-north-america
Xueshan,Xueshan,,,3886.0,1932.0,1954.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Torre de Cerredo,Torre de Cerredo,,,2648.0,1931.0,717.0,,,list-of-european-ultra-prominent-peaks
Gelai Peak,Gelai Volcano,,,2948.0,1930.0,1018.0,,,list-of-ultras-of-africa
Phu Luong,Phu Luong (mountain),,,2985.0,1930.0,1055.0,,,list-of-ultras-of-southeast-asia
Mus-Khaya,Mus-Khaya,,,2959.0,1929.0,1030.0,,,list-of-ultras-of-northeast-asia
Mount Murchison,Mount Murchison (Victoria Land),,,3501.0,1927.0,1574.0,,,list-of-ultras-of-antarctica
Aleke Tag,Aleke Tag,,,6065.0,1923.0,4142.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Bukadaban Feng,Bukadaban Feng,,,6860.0,1922.0,4938.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Mount Hasan,Mount Hasan,,Anatolia,3268.0,1922.0,1346.0,,,list-of-ultras-of-west-asia
Nanfengmian,Nanfengmian,,,2140.0,1921.0,219.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Devon Ice Cap,,Nunavut,Devon Island,1920.244,1920.244,,75.3429,-82.6186,list-of-ultras-of-north-america
Mount Douglas (Alaska),,Alaska,Alaska Peninsula,2148.844,1920.244,,58.8598,-153.5353,list-of-ultras-of-north-america
Khuvkhoitun,Khuvkhoitun,,,2616.0,1920.0,696.0,,,list-of-ultras-of-northeast-asia
La Malintzin,,Puebla,Cordillera Neovolcanica,4430.0,1920.0,,19.231,-98.0321,list-of-ultras-of-north-america
Nemjung,Nemjung,,,7140.0,1920.0,5220.0,,,list-of-ultras-of-the-himalayas
Pico La Laguna,,Baja California Sur,Sierra La Laguna,2090.0,1920.0,,23.5392,-109.9542,list-of-ultras-of-north-america
Ramlo,Ramlo,,,2248.0,1920.0,328.0,,,list-of-ultras-of-africa
Sahuasiray,Sahuasiray,,,5818.0,1920.0,3898.0,,,list-of-ultras-of-south-america
Sicha Xuefeng,Sicha Xuefeng,,,6748.0,1920.0,4828.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Mount Banahaw,Mount Banahaw,Luzon,,2170.0,1919.0,251.0,,,list-of-ultras-of-the-philippines
The Crown,The Crown (mountain),,,7295.0,1919.0,5376.0,,,list-of-ultras-of-the-karakoram-and-hindu-kush
Cerro Malcante,Cerro Malcante,,,5100.0,1917.0,3183.0,,,list-of-ultras-of-south-america
Mount Goodsir,,British Columbia,Canadian Rockies,3567.0,1917.0,,51.2021,-116.3975,list-of-ultras-of-north-america
Mount Aka,Mount Aka (Yatsugatake),Honshū,,2899.0,1916.0,883.0,,,list-of-ultra-prominent-peaks-of-japan
Taikan Range,Taikan Range,,,2370.0,1915.0,455.0,,,list-of-ultras-of-northeast-asia
Hkaru Bum,Hkaru Bum,,,3677.0,1914.0,1763.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Shakangshan,Shakangshan,,,6822.0,1914.0,4908.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Sharks Teeth Peaks,,British Columbia,Coast Mountains,2304.0,1914.0,,53.0071,-127.24,list-of-ultras-of-north-america
Miranjani,Miranjani,,,2981.0,1911.0,1070.0,,,list-of-ultras-of-the-himalayas
Cerro del Toro,Cerro del Toro,&nbsp;/&nbsp;,,6168.0,1910.0,4258.0,,,list-of-ultras-of-south-america
Gya,Mount Gya,&nbsp;/&nbsp;,,6794.0,1910.0,4884.0,,,list-of-ultras-of-the-himalayas
Mount Abuna Yosef,Mount Abuna Yosef,,,4260.0,1909.0,2351.0,,,list-of-ultras-of-africa
Detour Peak,,British Columbia,Saint Elias Mountains,2550.0,1906.0,,59.8424,-137.5856,list-of-ultras-of-north-america
Dalyandun Range,Dalyandun Range,,,4041.0,1905.0,2136.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Sierra la Madera,,Coahuila,Mexican Plateau,3030.0,1905.0,,27.0345,-102.3922,list-of-ultras-of-north-america
M'Goun,M'Goun,,,4071.0,1904.0,2167.0,,,list-of-ultras-of-africa
Pyramiden (Greenland),,,Disko Island,1904.0,1904.0,,70.1195,-53.389,list-of-ultras-of-north-america
Mount San Antonio,,California,San Gabriel Mountains,3068.727,1903.175,,34.2891,-117.6463,list-of-ultras-of-north-america
Tidirhine,Tidirhine,,,2456.0,1901.0,555.0,,,list-of-ultras-of-africa
Kichatna Spire,,Alaska,Alaska Range,2738.633,1900.432,,62.4231,-152.7231,list-of-ultras-of-north-america
De Long Peak,,Alaska,Chugach Mountains,2464.008,1900.127,,60.8299,-145.1335,list-of-ultras-of-north-america
Angelin Bjerg,,,Ymer Island,1900.0,1900.0,,73.1667,-24.3167,list-of-ultras-of-north-america
Bon Irau,Bon Irau,New Guinea,,2500.0,1900.0,600.0,,,list-of-ultras-of-oceania;list-of-ultras-of-the-malay-archipelago
Cerro Arenales,Cerro Arenales,,,3437.0,1900.0,1537.0,,,list-of-ultras-of-south-america
Cerro la Joya,,Querétaro,Sierra Madre Oriental,2950.0,1900.0,,21.4309,-99.1326,list-of-ultras-of-north-america
Osorno,Osorno (volcano),,,2661.0,1898.0,763.0,,,list-of-ultras-of-south-america
Pular,Pular (volcano),,,6233.0,1898.0,4335.0,,,list-of-ultras-of-south-america
Irazú Volcano,,,"Cordillera Central, Costa Rica",3432.0,1897.0,,9.9764,-83.8534,list-of-ultras-of-north-america
Mount Haku,Mount Haku,Honshū,,2702.0,1897.0,805.0,,,list-of-ultra-prominent-peaks-of-japan
Mount Piora,Mount Piora,,,3557.0,1897.0,1660.0,,,list-of-ultras-of-oceania
Baintha Brakk,Baintha Brakk,,,7285.0,1891.0,5394.0,,,list-of-ultras-of-the-karakoram-and-hindu-kush
Gran Paradiso,Gran Paradiso,,,4061.0,1891.0,,,,list-of-european-ultra-prominent-peaks
Mount Chōkai,Mount Chōkai,Honshū,,2236.0,1891.0,345.0,,,list-of-ultra-prominent-peaks-of-japan
Mount Bosavi,Mount Bosavi,,,2507.0,1887.0,620.0,,,list-of-ultras-of-oceania
Telescope Peak,,California,Panamint Range,3366.0,1886.106,,36.1698,-117.0892,list-of-ultras-of-north-america
Monte Balmaceda,Monte Balmaceda,,,2035.0,1885.0,150.0,,,list-of-ultras-of-south-america
Traill Island,,,Traill Island,1884.0,1884.0,,72.7167,-24.0667,list-of-ultras-of-north-america
Mount Peale,,Utah,La Sal Mountains,3879.0,1883.973,,38.4385,-109.2292,list-of-ultras-of-north-america
Pogromni Volcano,,Alaska,Unimak Island,1990.653,1883.973,,54.5705,-164.6926,list-of-ultras-of-north-america
Mount Karoma,Mount Karoma,,,3623.0,1883.0,1740.0,,,list-of-ultras-of-oceania
Kuh-e Shahvar,Kuh-e Shahvar,,Alborz Mountains,3890.0,1881.0,2009.0,,,list-of-ultras-of-west-asia
Pegunungan Pompangeo,Pegunungan Pompangeo,Sulawesi,,2590.0,1881.0,709.0,,,list-of-ultras-of-the-malay-archipelago
Bangong,Bangong (mountain),,,6260.0,1879.0,4381.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Cerro Pináculo,Cerro Pináculo,,,2160.0,1879.0,281.0,,,list-of-ultras-of-south-america
Mount Tabwemasana,Mount Tabwemasana,,,1879.0,1879.0,0.0,,,list-of-ultras-of-oceania
Mount Yōtei,Mount Yōtei,Hokkaidō,,1898.0,1878.0,20.0,,,list-of-ultra-prominent-peaks-of-japan
Pizzo di Coca,Pizzo di Coca,,,3050.0,1878.0,,,,list-of-european-ultra-prominent-peaks
Xiannairi,Xiannairi,,,6032.0,1878.0,4154.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Dewey Peak (Alaska),,Alaska,Chugach Mountains,2441.453,1877.572,,61.1605,-144.8129,list-of-ultras-of-north-america
Alto Cuchumatanes,,,Huehuetenango,3837.0,1877.0,,15.5182,-91.5445,list-of-ultras-of-north-america
Mount Washington (New Hampshire),,New Hampshire,White Mountains,1916.606,1876.962,,44.2705,-71.3032,list-of-ultras-of-north-america
Mount Cycloop,Mount Cycloop,New Guinea,,2000.0,1876.0,124.0,,,list-of-ultras-of-oceania;list-of-ultras-of-the-malay-archipelago
Cerro Potosí,,Nuevo León,Sierra Madre Oriental,3720.0,1875.0,,24.8719,-100.2327,list-of-ultras-of-north-america
Dofana,Dofana,,,5940.0,1875.0,4065.0,,,list-of-ultras-of-the-himalayas
Pic Boby,Andringitra Massif,,,2658.0,1875.0,783.0,,,list-of-ultras-of-africa
Cima Dodici,Cima Dodici,,,2336.0,1874.0,,,,list-of-european-ultra-prominent-peaks
Borohoro Shan,Borohoro Shan,,,5248.0,1871.0,3377.0,,,list-of-ultras-of-central-asia
Kanjiroba,Kanjiroba,,,6883.0,1870.0,5013.0,,,list-of-ultras-of-the-himalayas
Mount Kyllini,Mount Kyllini,,,2376.0,1870.0,506.0,,,list-of-european-ultra-prominent-peaks
Mount Igikpak,,Alaska,Brooks Range,2522.53,1867.209,,67.4129,-154.9656,list-of-ultras-of-north-america
Silvertip Mountain,,British Columbia,Cascade Range,2596.0,1866.0,,49.1633,-121.2161,list-of-ultras-of-north-america
Snow Tower,,Alaska,Coast Mountains,2003.15,1865.989,,58.1724,-133.4009,list-of-ultras-of-north-america
Mount Simpson,Mount Simpson (Papua New Guinea),,,2883.0,1863.0,1020.0,,,list-of-ultras-of-oceania
Point 6327,Point 6327,,,6327.0,1863.0,4464.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Seven Sisters Peaks,,British Columbia,Coast Mountains,2747.0,1862.0,,54.9678,-128.2319,list-of-ultras-of-north-america
Pico Ruivo,Pico Ruivo,Madeira,,1861.0,1861.0,0.0,,,list-of-european-ultra-prominent-peaks
Mönkh Hairhan,Mönkh Hairhan,,,4231.0,1860.0,2371.0,,,list-of-ultras-of-central-asia
Mai Gudo,Mount Maigudo,,,3359.0,1859.0,1770.0,,,list-of-ultras-of-africa
Montañas Peña Blanca,,,Sierra Madre de Chiapas,3518.0,1858.0,,15.4996,-91.9151,list-of-ultras-of-north-america
Silisili,Silisili,,,1858.0,1858.0,0.0,,,list-of-ultras-of-oceania
Myinmoletkat Taung,Myinmoletkat Taung,,,2072.0,1857.0,215.0,,,list-of-ultras-of-southeast-asia
Mount Mitchell,,North Carolina,Blue Ridge Mountains,2037.312,1856.693,,35.7649,-82.2651,list-of-ultras-of-north-america
Mount Ossa,Mount Ossa (Greece),,,1978.0,1854.0,124.0,,,list-of-european-ultra-prominent-peaks
Doi Inthanon,Doi Inthanon,,,2565.0,1850.0,730.0,,,list-of-ultras-of-southeast-asia
Kuh-e Fergardi,Kuh-e Fergardi,,,5096.0,1850.0,3246.0,,,list-of-ultras-of-the-karakoram-and-hindu-kush
Mont Ross,Mont Ross,,,1850.0,1850.0,0.0,,,list-of-ultras-of-oceania
Mount Klabat,Mount Klabat,Sulawesi,,1990.0,1850.0,140.0,,,list-of-ultras-of-the-malay-archipelago
Mount Saugstad,,British Columbia,Coast Mountains,2908.0,1850.0,,52.2542,-126.5148,list-of-ultras-of-north-america
Point 5608,Point 5608,&nbsp;/&nbsp;,,5608.0,1850.0,3758.0,,,list-of-ultras-of-the-himalayas
Truuli Peak,,Alaska,Kenai Mountains,2015.342,1847.701,,59.9129,-150.4348,list-of-ultras-of-north-america
Victoria Peak (British Columbia),,British Columbia,Vancouver Island,2159.0,1845.0,,50.0547,-126.1008,list-of-ultras-of-north-america
Chiantar Sar,Chiantar Sar,,,6416.0,1841.0,4575.0,,,list-of-ultras-of-the-karakoram-and-hindu-kush
Humphreys Peak,,Arizona,San Francisco Peaks,3851.891,1840.691,,35.3464,-111.678,list-of-ultras-of-north-america
Macizo Nevado,Macizo Nevado,,,2100.0,1840.0,260.0,,,list-of-ultras-of-south-america
Wuzhi Shan,Wuzhi Shan,,,1840.0,1840.0,0.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Mount Hilong-Hilong,Mount Hilong-Hilong,Mindanao,,2012.0,1838.0,82.0,,,list-of-ultras-of-the-philippines
Cotacachi,Cotacachi Volcano,,,4944.0,1837.0,3107.0,,,list-of-ultras-of-south-america
Napi,Cerro Napi,,,3860.0,1837.0,2023.0,,,list-of-ultras-of-south-america
Point 4030,Point 4030,,,4030.0,1837.0,4565.0,,,list-of-ultras-of-tibet-east-asia-and-neighbouring-areas
Acatenango,,,Chimaltenango,3975.0,1835.0,,14.5016,-90.8755,list-of-ultras-of-north-america
Saliente del Rio Guape,Saliente del Rio Guape,,,4180.0,1835.0,2345.0,,,list-of-ultras-of-south-america
Dyultydag,Dyultydag,,Greater Caucasus,4127.0,1834.0,2293.0,,,list-of-european-ultra-prominent-peaks;list-of-ultras-of-west-asia
Punta La Marmora,Punta La Marmora,Sardinia,,1834.0,1834.0,0.0,,,list-of-european-ultra-prominent-peaks
Mount Kunugui,Mount Kunugui,,,1833.0,1833.0,0.0,,,list-of-ultras-of-oceania
Brian Boru Peak,,British Columbia,Coast Mountains,2507.0,1832.0,,55.0739,-127.5742,list-of-ultras-of-north-america
Mount Victory,Mount Victory (Papua New Guinea),,,1891.0,1831.0,60.0,,,list-of-ultras-of-oceania
San Miguel (volcano),,,Sierra Madre de Chiapas,2131.0,1831.0,,13.4348,-88.2691,list-of-ultras-of-north-america
Eshdeger Range,Eshdeger Range,,Eastern Iran,2920.0,1830.0,1103.0,,,list-of-ultras-of-west-asia
Serra da Mocidade,Serra da Mocidade,,,1980.0,1830.0,150.0,,,list-of-ultras-of-south-america
Borah Peak,,Idaho,Lost River Range,3861.2,1829.4,,44.1374,-113.7811,list-of-ultras-of-north-america
Howson Peak,,British Columbia,Coast Mountains,2759.0,1829.0,,54.4185,-127.7441,list-of-ultras-of-north-america
Atna Peak (British Columbia),,British Columbia,Coast Mountains,2724.0,1828.0,,53.9398,-128.0456,list-of-ultras-of-north-america
Alam Kuh,Alam Kuh,,Alborz Mountains,4805.0,1827.0,2978.0,,,list-of-ultras-of-west-asia
Karangetang,Karangetang,Siau,,1827.0,1827.0,0.0,,,list-of-ultras-of-the-malay-archipelago
Mishahuanga,Mishahuanga,,,4118.0,1826.0,2292.0,,,list-of-ultras-of-south-america
Sahand,Sahand,,Azerbaijan Mountains,3707.0,1826.0,1881.0,,,list-of-ultras-of-west-asia
Tsaydaychuz Peak,,British Columbia,Coast Mountains,2758.0,1826.0,,53.0212,-126.6401,list-of-ultras-of-north-america
Alney-Chashakondzha,Alney-Chashakondzha,,,2598.0,1825.0,773.0,,,list-of-ultras-of-northeast-asia
Pik MGU,Pik MGU,,,5418.0,1825.0,3593.0,,,list-of-ultras-of-central-asia
Mount Natazhat,,Alaska,Saint Elias Mountains,4094.996,1824.232,,61.5217,-141.103,list-of-ultras-of-north-america
Saipal,Saipal,,,7031.0,1824.0,5207.0,,,list-of-ultras-of-the-himalayas
Loi Leng,Loi Leng,,,2673.0,1823.0,850.0,,,list-of-ultras-of-southeast-asia
Muzart,Muzart,,,6571.0,1822.0,4749.0,,,list-of-ultras-of-central-asia
Dola Koyakoya,Dola Koyakoya,Alor,,1821.0,1821.0,0.0,,,list-of-ultras-of-the-malay-archipelago
Kapudzhukh Lerr,Kapudzhukh Lerr,/,Lesser Caucasus,3905.0,1820.0,2085.0,,,list-of-ultras-of-west-asia
Parnaqussuit Qavaat,,,Island of Greenland,1860.0,1820.0,,66.4333,-52.9167,list-of-ultras-of-north-america
Llaima,Llaima,,,3125.0,1819.0,1306.0,,,list-of-ultras-of-south-america
Tyatya,Tyatya,Kunashiri Island,,1819.0,1819.0,0.0,,,list-of-ultras-of-northeast-asia
Upper Angara Range,Upper Angara Range,,,2641.0,1819.0,822.0,,,list-of-ultras-of-northeast-asia
Mount Moroto,Mount Moroto,,,3083.0,1818.0,1265.0,,,list-of-ultras-of-africa
Chikurachki,Chikurachki,Paramushir,,1816.0,1816.0,0.0,,,list-of-ultras-of-northeast-asia
Shah Dok,Shah Dok,,,6320.0,1815.0,4505.0,,,list-of-ultras-of-the-karakoram-and-hindu-kush
Hanagita Peak,,Alaska,Chugach Mountains,2592.024,1814.783,,61.067,-143.7075,list-of-ultras-of-north-america
Obasta Tsukai,Obasta Tsukai,,,3452.0,1813.0,1628.0,,,list-of-ultras-of-the-karakoram-and-hindu-kush
